Year,TimeOfDay,District,Community_Area,Incident_Type,CrimeCount
2001,Evening,22,74,NON-Domestic,14
2008,Morning,14,23,NON-Domestic,1
2001,Evening,5,54,NON-Domestic,13
2007,Afternoon,25,20,NON-Domestic,1
2001,Night,9,64,Domestic,1
2010,Night,9,58,NON-Domestic,2
2018,Night,10,31,NON-Domestic,1
2019,Afternoon,5,50,NON-Domestic,1
2008,Afternoon,25,23,Domestic,1
2001,Morning,17,20.615384615384617,NON-Domestic,2
2003,Evening,12,27,NON-Domestic,2
2017,Afternoon,16,76,NON-Domestic,1
2014,Night,22,73,NON-Domestic,2
2011,Afternoon,10,30,NON-Domestic,3
2001,Morning,8,56,NON-Domestic,3
2002,Night,11,29,NON-Domestic,2
2021,Afternoon,2,36,NON-Domestic,1
2001,Night,17,15,Domestic,3
2014,Evening,4,43,NON-Domestic,2
2001,Evening,7,68.14285714285714,NON-Domestic,3
2012,Night,11,23,NON-Domestic,2
2013,Afternoon,12,28,NON-Domestic,1
2008,Night,25,19,NON-Domestic,3
2006,Evening,11,27,Domestic,1
2011,Morning,16,11,NON-Domestic,1
2022,Morning,19,3,Domestic,2
2001,Afternoon,22,62,NON-Domestic,14
2002,Night,3,69,NON-Domestic,2
2013,Morning,22,75,NON-Domestic,1
2002,Night,18,8,Domestic,1
2007,Morning,9,37,Domestic,1
2009,Morning,14,24,NON-Domestic,2
2013,Morning,4,55,Domestic,1
2001,Afternoon,2,37,Domestic,2
2004,Night,14,24,NON-Domestic,3
2002,Night,4,46,Domestic,1
2001,Morning,7,69,Domestic,1
2020,Afternoon,10,31,NON-Domestic,1
2007,Night,11,25,NON-Domestic,3
2003,Evening,4,45,NON-Domestic,2
2002,Evening,4,52,NON-Domestic,1
2005,Afternoon,9,63,NON-Domestic,1
2004,Night,1,35,NON-Domestic,1
2003,Evening,24,1,Domestic,2
2012,Evening,22,49,NON-Domestic,1
2013,Night,4,45,NON-Domestic,1
2006,Evening,11,26,Domestic,1
2004,Morning,1,35,NON-Domestic,2
2008,Afternoon,11,26,Domestic,1
2013,Night,1,33,NON-Domestic,1
2020,Evening,11,29,NON-Domestic,1
2012,Morning,2,36,NON-Domestic,1
2015,Night,11,26,NON-Domestic,3
2001,Afternoon,17,20.285714285714285,NON-Domestic,3
2001,Morning,16,9,NON-Domestic,3
2004,Afternoon,16,17,Domestic,1
2004,Night,8,66,NON-Domestic,3
2009,Evening,17,14,NON-Domestic,1
2005,Evening,3,42,NON-Domestic,1
2005,Night,8,63,NON-Domestic,3
2017,Morning,5,49,NON-Domestic,2
2019,Evening,11,25,NON-Domestic,2
2018,Afternoon,6,44,NON-Domestic,2
2010,Night,24,1,Domestic,1
2013,Morning,11,27,NON-Domestic,1
2001,Night,22,74,NON-Domestic,9
2008,Afternoon,2,39,NON-Domestic,1
2001,Evening,6,68,NON-Domestic,2
2013,Night,6,44,Domestic,1
2014,Night,3,42,NON-Domestic,1
2001,Night,17,20,Domestic,1
2002,Morning,8,58,NON-Domestic,1
2014,Evening,22,73,NON-Domestic,2
2003,Evening,22,71,NON-Domestic,1
2002,Morning,1,35,NON-Domestic,2
2005,Evening,11,27,NON-Domestic,2
2007,Afternoon,4,43,NON-Domestic,3
2007,Morning,10,29,Domestic,1
2018,Night,2,41,Domestic,1
2019,Morning,4,46,NON-Domestic,3
2011,Afternoon,17,21,NON-Domestic,1
2001,Evening,16,10,Domestic,5
2001,Afternoon,9,35,NON-Domestic,2
2005,Afternoon,4,55,NON-Domestic,1
2006,Morning,10,29,NON-Domestic,4
2012,Evening,5,49,Domestic,1
2015,Night,12,24,NON-Domestic,1
2008,Night,25,22,NON-Domestic,1
2001,Evening,17,20.615384615384617,NON-Domestic,3
2005,Evening,25,19,Domestic,1
2018,Night,3,42,Domestic,1
2001,Evening,7,69,NON-Domestic,1
2001,Evening,8,56,NON-Domestic,5
2017,Evening,11,26,NON-Domestic,3
2013,Morning,6,44,NON-Domestic,3
2004,Morning,22,72,Domestic,1
2001,Afternoon,2,39,NON-Domestic,10
2001,Afternoon,16,14,NON-Domestic,2
2012,Afternoon,6,69,NON-Domestic,1
2008,Night,8,57,NON-Domestic,1
2009,Afternoon,2,35,NON-Domestic,1
2002,Afternoon,19,3,Domestic,1
2004,Afternoon,2,39,NON-Domestic,1
2012,Evening,10,30,NON-Domestic,1
2006,Night,22,73,NON-Domestic,4
2005,Night,4,43,NON-Domestic,1
2019,Night,3,40,NON-Domestic,2
2009,Evening,3,40,Domestic,1
2006,Evening,3,42,NON-Domestic,3
2007,Night,2,40,NON-Domestic,1
2008,Morning,12,28,NON-Domestic,2
2011,Night,14,22,NON-Domestic,1
2003,Morning,16,11,NON-Domestic,1
2015,Night,11,26,Domestic,1
2001,Afternoon,9,35.5,NON-Domestic,7
2001,Afternoon,22,49,Domestic,9
2001,Afternoon,3,40,Domestic,1
2011,Afternoon,7,69,NON-Domestic,1
2001,Afternoon,3,42,Domestic,13
2017,Morning,4,47,Domestic,1
2002,Evening,4,51,Domestic,1
2006,Morning,6,49,NON-Domestic,1
2013,Morning,4,45,Domestic,1
2006,Night,6,69,NON-Domestic,2
2020,Night,2,40,Domestic,1
2012,Afternoon,4,43,NON-Domestic,4
2009,Afternoon,14,23,NON-Domestic,1
2007,Afternoon,17,14,NON-Domestic,1
2013,Morning,11,26,NON-Domestic,4
2008,Evening,12,24,Domestic,1
2012,Afternoon,9,59,NON-Domestic,1
2009,Evening,20,77,NON-Domestic,1
2008,Afternoon,4,48,NON-Domestic,1
2021,Morning,2,38,Domestic,1
2001,Evening,11,28.849056603773583,NON-Domestic,2
2007,Afternoon,10,30,NON-Domestic,1
2007,Morning,7,67,NON-Domestic,2
2017,Afternoon,3,40,Domestic,1
2013,Morning,8,70,NON-Domestic,1
2009,Night,9,31,NON-Domestic,1
2001,Afternoon,2,40,Domestic,5
2021,Evening,2,38,NON-Domestic,5
2007,Evening,22,73,NON-Domestic,3
2010,Morning,7,67,Domestic,1
2001,Night,24,2,Domestic,9
2001,Afternoon,1,33,Domestic,3
2012,Night,7,69,NON-Domestic,1
2007,Evening,4,47,NON-Domestic,1
2006,Afternoon,6,44,NON-Domestic,1
2004,Afternoon,8,63,NON-Domestic,1
2010,Night,2,36,NON-Domestic,1
2008,Night,4,52,NON-Domestic,2
2002,Evening,15,-1,NON-Domestic,2
2018,Morning,7,68,Domestic,2
2002,Morning,7,-1,NON-Domestic,1
2020,Afternoon,2,42,NON-Domestic,1
2003,Night,6,49,NON-Domestic,1
2001,Evening,17,20,NON-Domestic,12
2009,Morning,3,69,NON-Domestic,2
2006,Night,4,43,NON-Domestic,2
2005,Afternoon,8,62,NON-Domestic,1
2018,Afternoon,7,69,NON-Domestic,1
2001,Evening,6,69.875,NON-Domestic,14
2007,Evening,7,68,Domestic,3
2008,Morning,24,77,NON-Domestic,1
2001,Afternoon,19,4.536585365853658,Domestic,1
2003,Night,25,20,NON-Domestic,1
2001,Afternoon,2,36.5,NON-Domestic,3
2008,Evening,25,22,NON-Domestic,1
2016,Night,2,39,Domestic,1
2001,Afternoon,22,59.70588235294117,NON-Domestic,10
2011,Night,25,22,Domestic,1
2003,Night,1,33,NON-Domestic,1
2008,Afternoon,8,62,NON-Domestic,1
2018,Night,8,56,NON-Domestic,1
2017,Night,8,57,NON-Domestic,2
2001,Evening,2,41,Domestic,1
2007,Morning,11,27,NON-Domestic,1
2005,Afternoon,25,21,NON-Domestic,1
2006,Night,25,23,NON-Domestic,1
2001,Morning,16,11,NON-Domestic,12
2004,Night,3,40,NON-Domestic,1
2010,Night,9,59,NON-Domestic,2
2001,Night,17,20.285714285714285,NON-Domestic,2
2003,Morning,8,57,Domestic,1
2001,Afternoon,19,4.2,NON-Domestic,1
2015,Night,3,69,NON-Domestic,1
2005,Evening,3,43,NON-Domestic,3
2021,Afternoon,12,24,Domestic,1
2012,Evening,11,25,NON-Domestic,1
2021,Night,5,54,NON-Domestic,3
2013,Morning,25,23,NON-Domestic,1
2007,Evening,16,15,NON-Domestic,1
2008,Evening,8,65,NON-Domestic,1
2018,Morning,17,13,NON-Domestic,1
2010,Night,9,63,NON-Domestic,1
2005,Afternoon,2,41,NON-Domestic,1
2005,Evening,8,57,NON-Domestic,1
2012,Evening,2,38,Domestic,2
2017,Evening,25,23,NON-Domestic,2
2002,Night,7,-1,Domestic,2
2009,Evening,17,13,NON-Domestic,1
2009,Afternoon,6,49,NON-Domestic,1
2003,Afternoon,25,23,NON-Domestic,1
2006,Morning,9,61,NON-Domestic,3
2012,Morning,8,66,NON-Domestic,3
2019,Night,3,42,Domestic,2
2007,Night,22,49,NON-Domestic,1
2005,Morning,14,22,NON-Domestic,1
2017,Afternoon,11,29,NON-Domestic,1
2020,Afternoon,3,69,Domestic,1
2005,Night,5,49,NON-Domestic,2
2018,Evening,11,29,NON-Domestic,2
2007,Morning,19,3,Domestic,1
2014,Morning,6,69,NON-Domestic,1
2011,Evening,9,58,NON-Domestic,3
2001,Afternoon,14,23.6,NON-Domestic,7
2016,Afternoon,5,50,NON-Domestic,1
2016,Night,12,23,NON-Domestic,1
2007,Afternoon,4,55,NON-Domestic,2
2009,Afternoon,2,40,Domestic,1
2012,Evening,11,23,NON-Domestic,2
2001,Night,3,69,Domestic,3
2019,Afternoon,4,43,NON-Domestic,2
2002,Afternoon,6,44,Domestic,1
2001,Afternoon,2,37.59090909090909,Domestic,2
2003,Morning,9,60,NON-Domestic,1
2014,Night,7,67,NON-Domestic,9
2001,Morning,17,17.176470588235293,NON-Domestic,6
2007,Evening,2,40,NON-Domestic,3
2017,Morning,16,10,NON-Domestic,1
2001,Afternoon,16,15.5,NON-Domestic,4
2012,Night,25,19,NON-Domestic,2
2001,Evening,4,43.93103448275862,Domestic,2
2001,Evening,19,4.536585365853658,NON-Domestic,6
2004,Morning,22,75,NON-Domestic,1
2006,Evening,14,24,NON-Domestic,1
2010,Morning,9,60,NON-Domestic,1
2001,Night,17,17.176470588235293,NON-Domestic,3
2019,Afternoon,4,52,NON-Domestic,1
2001,Morning,16,12,NON-Domestic,6
2001,Morning,18,9.846153846153848,NON-Domestic,8
2014,Night,7,67,Domestic,1
2016,Morning,11,27,NON-Domestic,4
2008,Night,18,8,Domestic,1
2001,Evening,19,5.333333333333333,NON-Domestic,5
2021,Evening,12,27,NON-Domestic,1
2001,Evening,2,34,Domestic,1
2014,Night,25,20,NON-Domestic,2
2008,Night,14,21,NON-Domestic,1
2010,Afternoon,14,22,NON-Domestic,1
2011,Afternoon,2,39,NON-Domestic,2
2017,Evening,2,40,NON-Domestic,3
2019,Morning,12,28,NON-Domestic,4
2004,Evening,11,26,NON-Domestic,1
2006,Evening,12,27,NON-Domestic,1
2016,Evening,2,39,Domestic,1
2021,Morning,12,23,NON-Domestic,1
2006,Morning,14,23,NON-Domestic,1
2007,Morning,10,30,NON-Domestic,4
2002,Afternoon,4,45,NON-Domestic,1
2010,Afternoon,8,66,Domestic,1
2017,Afternoon,22,49,NON-Domestic,1
2014,Evening,9,60,NON-Domestic,1
2009,Night,2,40,NON-Domestic,1
2007,Night,4,51,NON-Domestic,1
2014,Night,2,40,NON-Domestic,1
2017,Evening,5,53,Domestic,1
2012,Afternoon,17,16,NON-Domestic,1
2001,Night,6,49,Domestic,3
2021,Night,11,25,NON-Domestic,1
2008,Afternoon,7,69,Domestic,2
2016,Afternoon,12,28,NON-Domestic,1
2006,Afternoon,17,15,NON-Domestic,1
2006,Night,2,41,NON-Domestic,1
2001,Afternoon,16,12,NON-Domestic,8
2002,Morning,12,27,NON-Domestic,1
2012,Morning,12,31,Domestic,1
2017,Evening,11,25,NON-Domestic,3
2003,Evening,11,28,NON-Domestic,1
2014,Evening,19,3,NON-Domestic,1
2010,Evening,16,15,NON-Domestic,1
2005,Evening,24,1,Domestic,1
2016,Evening,4,43,NON-Domestic,1
2007,Afternoon,3,43,Domestic,1
2019,Night,5,49,Domestic,1
2011,Morning,2,38,NON-Domestic,1
2001,Afternoon,4,55,Domestic,5
2001,Afternoon,22,66.33333333333333,NON-Domestic,4
2017,Night,19,3,NON-Domestic,1
2010,Afternoon,9,37,NON-Domestic,1
2009,Evening,15,25,Domestic,1
2007,Evening,6,49,Domestic,1
2013,Afternoon,7,68,Domestic,1
2002,Afternoon,7,-1,NON-Domestic,1
2011,Night,9,63,NON-Domestic,1
2012,Night,16,76,NON-Domestic,1
2012,Evening,3,42,Domestic,2
2013,Afternoon,4,45,NON-Domestic,1
2007,Afternoon,1,33,NON-Domestic,2
2001,Afternoon,4,48,NON-Domestic,1
2001,Morning,4,46,Domestic,4
2003,Evening,4,55,NON-Domestic,2
2021,Evening,5,49,Domestic,1
2002,Evening,8,65,NON-Domestic,3
2018,Afternoon,25,19,Domestic,1
2018,Night,6,69,NON-Domestic,2
2011,Morning,5,50,NON-Domestic,1
2004,Night,3,42,NON-Domestic,2
2017,Evening,8,57,NON-Domestic,1
2021,Evening,9,59,NON-Domestic,1
2019,Evening,2,39,NON-Domestic,1
2020,Night,3,40,NON-Domestic,2
2011,Morning,9,63,NON-Domestic,1
2016,Night,22,71,NON-Domestic,1
2019,Evening,3,43,Domestic,1
2019,Evening,4,52,NON-Domestic,2
2007,Afternoon,11,23,Domestic,1
2013,Morning,5,49,NON-Domestic,2
2005,Afternoon,25,19,NON-Domestic,1
2002,Evening,7,69,NON-Domestic,1
2012,Morning,17,14,Domestic,1
2014,Morning,7,69,NON-Domestic,1
2016,Evening,1,33,Domestic,1
2010,Night,10,29,Domestic,1
2012,Evening,14,23,NON-Domestic,1
2019,Night,9,34,NON-Domestic,1
2010,Morning,22,73,NON-Domestic,1
2007,Afternoon,11,23,NON-Domestic,1
2017,Night,4,52,NON-Domestic,3
2010,Night,9,34,NON-Domestic,1
2008,Morning,18,8,NON-Domestic,1
2001,Night,7,69,Domestic,1
2001,Evening,17,17.923076923076923,NON-Domestic,3
2014,Afternoon,17,14,NON-Domestic,2
2012,Night,9,63,NON-Domestic,1
2009,Afternoon,17,14,NON-Domestic,1
2015,Night,9,58,NON-Domestic,1
2021,Evening,11,28,NON-Domestic,1
2004,Night,5,49,Domestic,1
2005,Morning,18,8,NON-Domestic,1
2005,Night,2,40,NON-Domestic,3
2008,Afternoon,11,27,NON-Domestic,1
2017,Morning,25,19,NON-Domestic,2
2002,Afternoon,19,7,NON-Domestic,1
2005,Morning,5,49,NON-Domestic,2
2001,Night,6,69,Domestic,3
2005,Night,3,42,Domestic,1
2014,Evening,6,69,NON-Domestic,1
2003,Evening,14,21,NON-Domestic,1
2007,Night,19,4,NON-Domestic,1
2008,Evening,10,30,Domestic,2
2019,Afternoon,9,30,NON-Domestic,1
2011,Afternoon,17,15,Domestic,1
2001,Afternoon,16,16.2,NON-Domestic,5
2012,Night,9,34,NON-Domestic,2
2003,Evening,9,58,NON-Domestic,1
2001,Morning,20,4,Domestic,2
2007,Afternoon,3,43,NON-Domestic,2
2004,Afternoon,25,30,NON-Domestic,1
2006,Afternoon,12,24,Domestic,1
2017,Afternoon,9,63,NON-Domestic,1
2021,Night,3,40,NON-Domestic,2
2015,Evening,3,42,Domestic,1
2011,Morning,19,7,NON-Domestic,1
2016,Afternoon,17,13,NON-Domestic,1
2006,Evening,25,18,NON-Domestic,1
2007,Morning,4,43,NON-Domestic,1
2015,Morning,3,43,NON-Domestic,2
2015,Afternoon,6,44,Domestic,1
2018,Night,25,22,Domestic,1
2002,Evening,16,15,NON-Domestic,2
2003,Morning,12,24,Domestic,1
2011,Evening,22,71,NON-Domestic,1
2008,Night,10,31,NON-Domestic,1
2006,Afternoon,6,69,Domestic,1
2017,Evening,19,3,Domestic,1
2007,Afternoon,16,10,Domestic,1
2002,Morning,3,69,NON-Domestic,1
2012,Night,20,3,NON-Domestic,1
2003,Night,25,25,NON-Domestic,3
2006,Night,10,29,NON-Domestic,4
2001,Evening,2,39,Domestic,4
2007,Night,8,63,NON-Domestic,1
2001,Afternoon,5,54,Domestic,4
2020,Evening,1,33,NON-Domestic,1
2010,Morning,18,8,NON-Domestic,1
2019,Morning,16,17,NON-Domestic,1
2015,Night,25,22,NON-Domestic,1
2011,Afternoon,5,49,NON-Domestic,5
2014,Night,16,10,NON-Domestic,1
2002,Evening,6,44,NON-Domestic,3
2003,Evening,3,42,NON-Domestic,3
2004,Morning,1,35,Domestic,1
2019,Evening,9,61,Domestic,1
2011,Morning,14,21,NON-Domestic,1
2001,Evening,16,15.666666666666666,Domestic,3
2004,Morning,11,25,NON-Domestic,1
2018,Afternoon,4,45,NON-Domestic,1
2012,Night,9,60,NON-Domestic,3
2019,Evening,22,49,NON-Domestic,1
2009,Morning,19,3,NON-Domestic,1
2018,Afternoon,8,66,Domestic,1
2003,Afternoon,22,71,NON-Domestic,2
2004,Morning,4,52,NON-Domestic,1
2005,Morning,11,29,NON-Domestic,1
2002,Afternoon,8,56,NON-Domestic,1
2012,Afternoon,10,31,NON-Domestic,1
2002,Night,12,31,NON-Domestic,3
2001,Evening,22,59.70588235294117,Domestic,1
2001,Night,9,60.46666666666667,NON-Domestic,4
2005,Afternoon,11,28,NON-Domestic,1
2001,Morning,22,62,Domestic,1
2002,Night,19,3,NON-Domestic,1
2020,Morning,20,3,Domestic,1
2016,Night,9,58,NON-Domestic,3
2008,Evening,15,25,Domestic,1
2001,Afternoon,1,35,NON-Domestic,2
2019,Morning,14,22,Domestic,1
2010,Afternoon,11,27,NON-Domestic,2
2020,Morning,25,23,NON-Domestic,2
2005,Evening,2,36,Domestic,1
2014,Morning,14,24,NON-Domestic,1
2010,Afternoon,8,56,Domestic,1
2008,Night,7,69,NON-Domestic,1
2011,Evening,3,69,NON-Domestic,3
2001,Night,4,43.93103448275862,Domestic,3
2015,Evening,1,33,Domestic,1
2002,Morning,20,77,NON-Domestic,1
2009,Night,16,12,Domestic,1
2005,Evening,24,77,NON-Domestic,1
2001,Night,8,62,Domestic,5
2008,Afternoon,19,3,NON-Domestic,1
2001,Afternoon,24,77,Domestic,3
2013,Night,15,25,Domestic,1
2017,Night,4,48,Domestic,1
2021,Morning,4,45,NON-Domestic,2
2015,Evening,2,35,NON-Domestic,2
2005,Evening,5,50,NON-Domestic,1
2007,Afternoon,8,58,NON-Domestic,1
2012,Morning,14,23,NON-Domestic,1
2013,Afternoon,20,77,Domestic,1
2016,Night,3,43,NON-Domestic,1
2016,Night,25,20,NON-Domestic,1
2019,Evening,2,40,NON-Domestic,1
2001,Morning,9,58.11111111111112,Domestic,1
2001,Night,25,20,Domestic,3
2018,Night,14,21,NON-Domestic,1
2004,Afternoon,4,46,NON-Domestic,2
2020,Night,7,43,NON-Domestic,1
2001,Night,19,4.536585365853658,NON-Domestic,2
2005,Afternoon,12,31,NON-Domestic,1
2020,Evening,12,28,Domestic,1
2006,Morning,9,60,NON-Domestic,1
2001,Night,17,13.675,NON-Domestic,6
2002,Night,9,-1,NON-Domestic,2
2012,Evening,4,48,NON-Domestic,3
2002,Afternoon,11,26,NON-Domestic,3
2001,Morning,17,20,NON-Domestic,5
2021,Evening,8,62,NON-Domestic,1
2006,Night,9,34,Domestic,1
2018,Night,5,53,Domestic,1
2002,Evening,4,55,NON-Domestic,1
2002,Evening,19,4,NON-Domestic,1
2004,Morning,22,49,NON-Domestic,2
2001,Evening,20,2,Domestic,6
2013,Night,6,69,NON-Domestic,1
2010,Evening,22,49,NON-Domestic,1
2013,Morning,12,31,Domestic,2
2001,Night,16,15.666666666666666,NON-Domestic,2
2004,Evening,8,62,NON-Domestic,1
2012,Afternoon,22,72,NON-Domestic,1
2006,Morning,16,76,NON-Domestic,1
2004,Evening,9,37,NON-Domestic,1
2001,Night,2,36.66666666666666,Domestic,1
2001,Evening,1,28,Domestic,8
2016,Evening,9,34,NON-Domestic,2
2005,Evening,2,36,NON-Domestic,1
2014,Afternoon,22,75,NON-Domestic,1
2011,Night,3,69,NON-Domestic,3
2007,Morning,11,23,Domestic,1
2008,Night,17,16,NON-Domestic,1
2016,Night,1,35,NON-Domestic,1
2004,Evening,6,44,NON-Domestic,2
2010,Afternoon,2,36,NON-Domestic,1
2002,Morning,6,44,NON-Domestic,1
2002,Morning,11,26,Domestic,1
2003,Morning,7,67,NON-Domestic,3
2003,Evening,9,60,NON-Domestic,1
2014,Afternoon,4,48,NON-Domestic,1
2009,Night,6,44,Domestic,1
2013,Afternoon,16,17,NON-Domestic,1
2014,Evening,25,22,NON-Domestic,1
2004,Evening,4,55,NON-Domestic,1
2001,Morning,9,58.11111111111112,NON-Domestic,6
2011,Afternoon,11,23,NON-Domestic,3
2006,Evening,8,63,NON-Domestic,1
2016,Afternoon,6,44,NON-Domestic,3
2021,Afternoon,6,49,Domestic,1
2002,Night,4,55,NON-Domestic,1
2006,Afternoon,9,58,NON-Domestic,1
2001,Evening,2,36.66666666666666,NON-Domestic,9
2002,Afternoon,17,21,NON-Domestic,1
2015,Evening,7,67,Domestic,1
2005,Night,17,14,NON-Domestic,1
2003,Afternoon,7,68,NON-Domestic,2
2005,Afternoon,9,37,Domestic,1
2007,Evening,25,23,NON-Domestic,2
2012,Evening,2,39,NON-Domestic,1
2007,Night,24,1,NON-Domestic,1
2012,Evening,11,27,NON-Domestic,3
2001,Morning,17,20.73684210526316,Domestic,1
2018,Night,3,69,Domestic,1
2009,Afternoon,25,18,NON-Domestic,1
2017,Morning,25,22,NON-Domestic,1
2001,Night,2,33.333333333333336,NON-Domestic,4
2012,Evening,10,31,NON-Domestic,1
2004,Night,4,48,NON-Domestic,1
2001,Morning,5,54,Domestic,4
2002,Evening,16,12,NON-Domestic,1
2012,Morning,25,20,NON-Domestic,1
2019,Night,12,27,NON-Domestic,1
2001,Evening,22,53,NON-Domestic,10
2004,Morning,5,-1,NON-Domestic,1
2010,Afternoon,4,47,NON-Domestic,1
2001,Night,11,27.8,NON-Domestic,2
2012,Morning,2,40,NON-Domestic,1
2008,Evening,2,40,Domestic,1
2016,Morning,10,29,Domestic,1
2009,Night,22,71,NON-Domestic,1
2004,Morning,9,61,NON-Domestic,1
2013,Morning,10,30,Domestic,1
2001,Evening,10,28,NON-Domestic,5
2005,Morning,7,69,NON-Domestic,1
2007,Morning,3,40,NON-Domestic,1
2012,Night,24,1,NON-Domestic,2
2017,Morning,22,75,NON-Domestic,2
2012,Afternoon,12,28,Domestic,1
2019,Morning,8,66,NON-Domestic,1
2008,Afternoon,12,24,NON-Domestic,1
2014,Night,5,54,NON-Domestic,1
2018,Afternoon,3,69,NON-Domestic,1
2003,Morning,12,28,Domestic,1
2020,Morning,4,47,Domestic,1
2016,Evening,8,56,NON-Domestic,1
2006,Night,25,22,NON-Domestic,1
2001,Morning,11,28.849056603773583,NON-Domestic,4
2004,Evening,3,40,NON-Domestic,1
2008,Evening,10,31,NON-Domestic,1
2004,Night,14,22,NON-Domestic,1
2012,Afternoon,6,71,Domestic,1
2014,Afternoon,5,53,NON-Domestic,2
2006,Night,4,51,NON-Domestic,2
2003,Afternoon,11,25,NON-Domestic,1
2001,Morning,22,53,NON-Domestic,4
2008,Morning,4,51,NON-Domestic,1
2004,Night,11,25,NON-Domestic,1
2016,Morning,19,4,NON-Domestic,1
2014,Afternoon,6,69,NON-Domestic,1
2003,Night,17,16,NON-Domestic,2
2015,Night,2,34,NON-Domestic,1
2002,Morning,14,21,NON-Domestic,2
2002,Morning,5,53,NON-Domestic,2
2020,Morning,6,68,NON-Domestic,1
2012,Morning,7,68,NON-Domestic,4
2016,Afternoon,24,2,NON-Domestic,1
2002,Evening,20,-1,NON-Domestic,1
2004,Evening,12,31,NON-Domestic,2
2007,Evening,8,64,NON-Domestic,1
2020,Afternoon,7,68,Domestic,1
2005,Night,4,47,NON-Domestic,1
2004,Afternoon,11,26,NON-Domestic,1
2009,Evening,2,38,Domestic,1
2006,Evening,25,20,NON-Domestic,1
2019,Morning,10,29,Domestic,1
2015,Morning,5,49,NON-Domestic,1
2002,Evening,4,45,NON-Domestic,1
2009,Night,14,23,NON-Domestic,1
2019,Evening,4,43,Domestic,1
2016,Afternoon,25,20,NON-Domestic,1
2012,Morning,10,29,Domestic,2
2014,Morning,9,61,NON-Domestic,3
2004,Evening,9,58,NON-Domestic,1
2012,Night,8,62,NON-Domestic,1
2001,Night,12,23,Domestic,2
2002,Morning,6,49,NON-Domestic,1
2015,Evening,3,43,NON-Domestic,3
2010,Evening,10,31,NON-Domestic,1
2001,Night,9,36.5,Domestic,1
2017,Evening,8,65,NON-Domestic,1
2018,Night,9,63,NON-Domestic,1
2006,Night,9,58,Domestic,1
2017,Night,6,69,NON-Domestic,3
2012,Night,11,28,NON-Domestic,2
2007,Afternoon,11,27,NON-Domestic,2
2013,Afternoon,10,31,NON-Domestic,1
2004,Afternoon,14,24,NON-Domestic,2
2006,Evening,3,40,NON-Domestic,1
2008,Evening,25,23,NON-Domestic,1
2001,Afternoon,25,18,NON-Domestic,5
2015,Night,11,25,NON-Domestic,1
2004,Night,6,49,Domestic,1
2020,Night,4,43,NON-Domestic,3
2014,Afternoon,4,43,NON-Domestic,2
2009,Night,4,43,NON-Domestic,1
2016,Evening,4,52,NON-Domestic,1
2016,Evening,22,71,NON-Domestic,1
2022,Evening,17,21,NON-Domestic,1
2002,Night,18,-1,NON-Domestic,2
2018,Night,25,18,NON-Domestic,1
2008,Evening,3,40,NON-Domestic,2
2013,Morning,4,52,NON-Domestic,1
2005,Night,16,12,NON-Domestic,1
2015,Afternoon,24,2,Domestic,1
2014,Evening,16,17,NON-Domestic,1
2002,Afternoon,12,23,NON-Domestic,1
2001,Night,2,36.66666666666666,NON-Domestic,6
2008,Evening,22,72,NON-Domestic,1
2005,Night,8,64,Domestic,1
2010,Night,25,23,NON-Domestic,1
2014,Evening,4,43,Domestic,1
2019,Afternoon,24,2,Domestic,1
2012,Afternoon,11,23,Domestic,1
2003,Morning,17,16,NON-Domestic,2
2001,Afternoon,1,31,NON-Domestic,1
2007,Morning,5,49,NON-Domestic,1
2015,Night,14,24,NON-Domestic,1
2021,Afternoon,9,34,NON-Domestic,2
2015,Afternoon,17,21,NON-Domestic,1
2005,Evening,2,68,NON-Domestic,1
2001,Morning,3,69,Domestic,3
2001,Morning,2,37.5,NON-Domestic,2
2012,Evening,8,63,NON-Domestic,1
2004,Evening,11,25,NON-Domestic,1
2016,Evening,5,50,NON-Domestic,1
2013,Evening,20,4,NON-Domestic,1
2011,Night,17,16,NON-Domestic,2
2011,Morning,20,3,NON-Domestic,1
2015,Night,9,59,NON-Domestic,1
2019,Evening,6,49,NON-Domestic,2
2013,Morning,22,72,NON-Domestic,1
2021,Evening,17,13,NON-Domestic,1
2013,Night,14,24,NON-Domestic,1
2021,Night,17,15,NON-Domestic,1
2002,Morning,17,14,NON-Domestic,1
2015,Evening,8,70,Domestic,1
2008,Evening,2,68,NON-Domestic,1
2015,Morning,2,36,NON-Domestic,1
2012,Evening,17,14,NON-Domestic,1
2014,Evening,10,29,Domestic,1
2002,Evening,8,-1,NON-Domestic,1
2004,Afternoon,16,15,NON-Domestic,1
2002,Evening,9,58,NON-Domestic,3
2004,Afternoon,19,5,NON-Domestic,1
2002,Night,20,-1,NON-Domestic,1
2009,Night,12,24,Domestic,2
2014,Morning,22,73,NON-Domestic,1
2009,Night,7,69,NON-Domestic,2
2001,Afternoon,2,37.5,NON-Domestic,1
2004,Evening,4,43,NON-Domestic,1
2008,Night,17,14,NON-Domestic,1
2010,Afternoon,11,26,Domestic,1
2001,Morning,9,60.5,NON-Domestic,2
2013,Evening,16,15,Domestic,1
2011,Night,2,38,Domestic,1
2018,Morning,9,58,NON-Domestic,1
2001,Night,25,22,Domestic,7
2002,Morning,25,22,NON-Domestic,2
2021,Evening,3,42,NON-Domestic,5
2008,Afternoon,8,66,Domestic,1
2001,Night,19,4,NON-Domestic,6
