Year,TimeOfDay,District,Community_Area,Incident_Type,CrimeCount
2003,Afternoon,2,39,NON-Domestic,2
2003,Afternoon,22,73,NON-Domestic,3
2003,Evening,19,7,NON-Domestic,1
2003,Night,8,70,Domestic,2
2003,Afternoon,11,23,Domestic,2
2003,Evening,25,25,NON-Domestic,8
2003,Afternoon,18,8,NON-Domestic,3
2003,Afternoon,25,18,NON-Domestic,4
2003,Afternoon,12,24,NON-Domestic,3
2003,Afternoon,10,30,NON-Domestic,4
2003,Evening,2,40,NON-Domestic,2
2003,Afternoon,8,65,NON-Domestic,2
2003,Night,20,4,NON-Domestic,1
2003,Evening,15,25,NON-Domestic,20
2003,Morning,15,25,NON-Domestic,7
2003,Afternoon,22,75,NON-Domestic,2
2003,Evening,19,5,NON-Domestic,1
2003,Morning,17,15,NON-Domestic,1
2003,Afternoon,9,59,NON-Domestic,1
2003,Afternoon,11,23,NON-Domestic,3
2003,Evening,8,62,NON-Domestic,2
2003,Afternoon,10,31,NON-Domestic,2
2003,Evening,5,54,NON-Domestic,1
2003,Night,4,43,NON-Domestic,3
2003,Afternoon,24,1,NON-Domestic,3
2003,Morning,8,70,NON-Domestic,5
2003,Morning,11,23,NON-Domestic,2
2003,Night,24,1,NON-Domestic,2
2003,Night,15,25,NON-Domestic,11
2003,Afternoon,18,7,NON-Domestic,5
2003,Afternoon,5,50,NON-Domestic,2
2003,Afternoon,3,43,NON-Domestic,4
2003,Afternoon,10,29,NON-Domestic,5
2003,Afternoon,24,2,NON-Domestic,1
2003,Evening,9,61,NON-Domestic,8
2003,Morning,19,6,NON-Domestic,3
2003,Afternoon,25,25,Domestic,1
2003,Evening,12,31,NON-Domestic,4
2003,Morning,22,75,NON-Domestic,1
2003,Morning,19,5,NON-Domestic,1
2003,Evening,14,22,NON-Domestic,3
2003,Afternoon,16,9,NON-Domestic,1
2003,Morning,5,50,NON-Domestic,1
2003,Afternoon,22,74,Domestic,1
2003,Night,8,65,NON-Domestic,1
2003,Night,22,75,Domestic,1
2003,Evening,24,2,NON-Domestic,2
2003,Morning,25,25,NON-Domestic,5
2003,Evening,17,14,NON-Domestic,1
2003,Night,19,6,NON-Domestic,3
2003,Afternoon,11,27,NON-Domestic,7
2003,Morning,24,1,NON-Domestic,3
2003,Afternoon,20,2,NON-Domestic,2
2003,Afternoon,8,64,NON-Domestic,1
2003,Evening,22,72,NON-Domestic,3
2003,Evening,10,30,NON-Domestic,6
2003,Morning,8,63,NON-Domestic,2
2003,Afternoon,25,19,Domestic,1
2003,Evening,11,23,NON-Domestic,7
2003,Night,17,13,NON-Domestic,1
2003,Night,24,2,Domestic,1
2003,Morning,1,32,NON-Domestic,2
2003,Afternoon,1,32,NON-Domestic,1
2003,Afternoon,3,69,NON-Domestic,2
2003,Afternoon,16,76,NON-Domestic,1
2003,Afternoon,25,25,NON-Domestic,4
2003,Evening,7,68,NON-Domestic,11
2003,Afternoon,3,42,NON-Domestic,1
2003,Night,11,23,NON-Domestic,6
2003,Night,7,67,NON-Domestic,11
2003,Afternoon,4,43,NON-Domestic,1
2001,Evening,7,67,Domestic,299
2003,Evening,8,65,NON-Domestic,1
2003,Evening,24,77,NON-Domestic,2
2003,Afternoon,8,66,NON-Domestic,3
2003,Afternoon,5,54,Domestic,1
2003,Evening,25,18,NON-Domestic,3
2003,Night,20,77,NON-Domestic,2
2003,Afternoon,6,44,NON-Domestic,4
2003,Evening,17,21,NON-Domestic,1
2003,Evening,4,48,Domestic,1
2003,Night,15,25,Domestic,1
2003,Night,9,61,NON-Domestic,8
2003,Evening,8,63,NON-Domestic,1
2003,Evening,4,51,NON-Domestic,1
2003,Night,18,7,NON-Domestic,1
2002,Afternoon,20,3,NON-Domestic,2
2003,Afternoon,22,74,NON-Domestic,2
2003,Morning,12,24,NON-Domestic,3
2003,Evening,14,23,NON-Domestic,1
2003,Morning,15,25,Domestic,1
2003,Morning,17,14,Domestic,1
2003,Evening,10,31,NON-Domestic,1
2003,Evening,25,23,NON-Domestic,3
2003,Afternoon,9,60,NON-Domestic,1
2003,Afternoon,19,3,NON-Domestic,2
2003,Afternoon,16,10,NON-Domestic,2
2003,Evening,22,74,NON-Domestic,1
2003,Evening,16,17,NON-Domestic,1
2003,Evening,4,46,NON-Domestic,3
2003,Evening,14,24,NON-Domestic,5
2003,Afternoon,8,66,Domestic,1
2003,Night,5,53,NON-Domestic,7
2003,Evening,16,10,NON-Domestic,2
2003,Evening,18,7,NON-Domestic,1
2003,Night,12,24,NON-Domestic,4
2003,Morning,6,71,NON-Domestic,5
2003,Evening,20,77,NON-Domestic,2
2004,Night,8,70,NON-Domestic,3
2004,Morning,16,76,NON-Domestic,1
2004,Afternoon,17,14,NON-Domestic,2
2004,Afternoon,1,32,NON-Domestic,1
2004,Afternoon,8,70,NON-Domestic,6
2004,Morning,15,25,NON-Domestic,11
2004,Evening,24,1,NON-Domestic,8
2004,Afternoon,25,25,NON-Domestic,8
2004,Evening,16,17,NON-Domestic,1
2004,Evening,9,34,NON-Domestic,2
2004,Evening,22,73,NON-Domestic,3
2004,Morning,9,58,NON-Domestic,2
2004,Afternoon,2,41,Domestic,1
2004,Evening,25,25,NON-Domestic,5
2004,Afternoon,18,8,NON-Domestic,3
2004,Afternoon,24,1,NON-Domestic,7
2004,Evening,2,41,NON-Domestic,2
2004,Morning,16,17,NON-Domestic,1
2004,Afternoon,16,10,NON-Domestic,2
2004,Evening,2,38,NON-Domestic,4
2004,Evening,17,14,NON-Domestic,2
2004,Afternoon,12,24,NON-Domestic,3
2004,Evening,11,27,NON-Domestic,5
2004,Morning,6,44,NON-Domestic,4
2004,Morning,25,25,NON-Domestic,4
2004,Morning,10,29,NON-Domestic,4
2004,Morning,2,38,NON-Domestic,4
2004,Afternoon,2,38,NON-Domestic,2
2004,Afternoon,11,23,Domestic,1
2004,Evening,8,70,NON-Domestic,4
2004,Evening,24,2,NON-Domestic,3
2004,Morning,19,6,NON-Domestic,2
2004,Afternoon,5,53,NON-Domestic,4
2004,Evening,19,6,NON-Domestic,4
2004,Morning,8,70,NON-Domestic,4
2004,Morning,12,24,NON-Domestic,3
2004,Afternoon,8,66,NON-Domestic,3
2004,Evening,2,39,NON-Domestic,3
2004,Evening,14,24,NON-Domestic,3
2004,Afternoon,19,6,NON-Domestic,6
2004,Morning,18,7,NON-Domestic,1
2004,Afternoon,9,60,NON-Domestic,1
2004,Night,8,65,NON-Domestic,1
2004,Morning,11,23,NON-Domestic,4
2004,Afternoon,8,65,NON-Domestic,3
2004,Evening,2,40,NON-Domestic,3
2004,Afternoon,7,69,NON-Domestic,1
2004,Evening,15,25,NON-Domestic,11
2004,Evening,19,5,NON-Domestic,1
2004,Evening,9,60,NON-Domestic,1
2004,Afternoon,4,48,NON-Domestic,1
2004,Evening,3,43,Domestic,1
2004,Evening,6,69,NON-Domestic,4
2004,Evening,22,72,NON-Domestic,2
2004,Morning,1,28,NON-Domestic,1
2004,Evening,9,61,NON-Domestic,7
2004,Morning,25,25,Domestic,1
2004,Afternoon,9,61,NON-Domestic,3
2004,Afternoon,2,40,NON-Domestic,2
2004,Night,1,33,NON-Domestic,2
2004,Evening,9,63,NON-Domestic,2
2004,Night,17,21,NON-Domestic,1
2004,Afternoon,12,31,NON-Domestic,1
2004,Morning,22,75,Domestic,1
2004,Night,25,25,NON-Domestic,6
2004,Evening,8,56,NON-Domestic,4
2004,Afternoon,8,64,NON-Domestic,1
2004,Evening,25,19,NON-Domestic,4
2004,Night,8,64,NON-Domestic,1
2004,Afternoon,11,23,NON-Domestic,2
2004,Morning,22,71,NON-Domestic,2
2004,Afternoon,3,42,NON-Domestic,3
2004,Evening,7,68,NON-Domestic,6
2004,Afternoon,22,74,NON-Domestic,2
2004,Evening,22,74,NON-Domestic,1
2004,Evening,11,23,NON-Domestic,2
2004,Evening,7,67,Domestic,1
2004,Afternoon,5,54,NON-Domestic,3
2004,Night,17,16,NON-Domestic,2
2004,Evening,8,65,NON-Domestic,1
2004,Afternoon,2,41,NON-Domestic,2
2004,Afternoon,7,68,NON-Domestic,8
2004,Evening,17,16,NON-Domestic,1
2004,Afternoon,16,17,NON-Domestic,2
2004,Night,9,61,NON-Domestic,6
2004,Morning,3,43,Domestic,1
2004,Morning,18,8,NON-Domestic,2
2004,Afternoon,12,28,NON-Domestic,3
2004,Morning,11,26,NON-Domestic,1
2004,Afternoon,4,47,NON-Domestic,1
2004,Afternoon,3,43,Domestic,1
2004,Evening,18,8,NON-Domestic,4
2004,Afternoon,15,25,Domestic,1
2004,Night,5,54,NON-Domestic,3
2004,Evening,5,53,NON-Domestic,3
2002,Morning,1,32,NON-Domestic,1
2004,Morning,24,77,NON-Domestic,2
2004,Afternoon,15,25,NON-Domestic,3
2004,Evening,3,43,NON-Domestic,7
2004,Morning,4,46,NON-Domestic,6
2004,Afternoon,10,30,NON-Domestic,7
2004,Morning,24,2,NON-Domestic,1
2004,Evening,3,69,NON-Domestic,5
2004,Evening,25,23,Domestic,1
2004,Morning,4,43,NON-Domestic,2
2004,Evening,5,54,NON-Domestic,1
2004,Afternoon,24,77,NON-Domestic,1
2004,Evening,25,23,NON-Domestic,2
2004,Evening,10,30,NON-Domestic,6
2004,Afternoon,7,67,NON-Domestic,5
2004,Evening,6,70,NON-Domestic,1
2004,Night,7,67,NON-Domestic,10
2004,Morning,25,18,NON-Domestic,2
2004,Night,8,62,NON-Domestic,2
2004,Evening,12,24,NON-Domestic,1
2004,Evening,8,58,NON-Domestic,1
2004,Afternoon,16,11,NON-Domestic,1
2004,Night,10,29,Domestic,1
2004,Afternoon,20,4,NON-Domestic,1
2004,Afternoon,3,69,NON-Domestic,1
2004,Afternoon,16,76,NON-Domestic,1
2004,Morning,5,53,NON-Domestic,3
2004,Morning,12,31,NON-Domestic,5
2004,Evening,8,57,NON-Domestic,1
2004,Night,25,25,Domestic,1
2004,Afternoon,8,56,NON-Domestic,2
2004,Night,11,26,NON-Domestic,4
2004,Night,15,25,NON-Domestic,6
2004,Evening,6,71,NON-Domestic,4
2005,Morning,15,25,NON-Domestic,3
2005,Morning,24,1,Domestic,1
2005,Evening,8,70,NON-Domestic,5
2005,Evening,12,24,NON-Domestic,3
2005,Afternoon,22,72,NON-Domestic,2
2005,Afternoon,11,23,NON-Domestic,4
2005,Afternoon,4,52,NON-Domestic,1
2005,Afternoon,10,29,NON-Domestic,9
2005,Afternoon,6,69,NON-Domestic,2
2005,Afternoon,24,1,NON-Domestic,4
2005,Morning,6,44,NON-Domestic,4
2005,Afternoon,17,14,NON-Domestic,2
2005,Evening,12,31,NON-Domestic,2
2005,Night,4,52,NON-Domestic,2
2005,Morning,20,77,NON-Domestic,2
2005,Afternoon,25,23,NON-Domestic,2
2005,Evening,16,15,NON-Domestic,2
2005,Evening,7,68,NON-Domestic,8
2005,Night,19,6,NON-Domestic,4
2005,Afternoon,25,25,NON-Domestic,11
2005,Afternoon,6,44,NON-Domestic,2
2005,Afternoon,8,70,NON-Domestic,9
2005,Evening,8,56,NON-Domestic,4
2004,Night,22,74,NON-Domestic,1
2005,Evening,18,8,NON-Domestic,8
2005,Evening,17,14,NON-Domestic,3
2005,Afternoon,6,71,NON-Domestic,3
2005,Afternoon,16,17,NON-Domestic,2
2005,Evening,16,76,NON-Domestic,1
2005,Morning,2,38,NON-Domestic,3
2005,Evening,16,10,NON-Domestic,2
2005,Afternoon,8,56,NON-Domestic,3
2005,Afternoon,12,28,NON-Domestic,3
2005,Afternoon,8,66,NON-Domestic,3
2005,Morning,8,70,NON-Domestic,3
2005,Evening,24,2,NON-Domestic,4
2005,Afternoon,7,67,NON-Domestic,6
2005,Night,3,43,NON-Domestic,6
2005,Morning,18,7,NON-Domestic,1
2005,Evening,25,25,NON-Domestic,5
2005,Morning,24,2,NON-Domestic,1
2005,Evening,18,7,NON-Domestic,1
2005,Night,8,70,NON-Domestic,2
2005,Evening,24,1,NON-Domestic,2
2005,Afternoon,16,76,NON-Domestic,1
2005,Afternoon,25,18,NON-Domestic,1
2005,Night,2,38,NON-Domestic,4
2005,Evening,5,53,NON-Domestic,8
2005,Night,16,17,NON-Domestic,3
2005,Evening,11,23,NON-Domestic,5
2005,Afternoon,18,8,NON-Domestic,3
2005,Evening,1,33,NON-Domestic,1
2005,Afternoon,2,38,NON-Domestic,2
2005,Afternoon,24,2,NON-Domestic,2
2005,Night,10,29,NON-Domestic,9
2005,Morning,8,64,NON-Domestic,1
2005,Afternoon,1,32,NON-Domestic,1
2005,Afternoon,9,61,NON-Domestic,5
2005,Night,8,66,NON-Domestic,8
2005,Evening,25,23,NON-Domestic,2
2005,Night,11,27,NON-Domestic,4
2005,Night,25,18,NON-Domestic,2
2005,Evening,25,18,NON-Domestic,1
2005,Evening,19,6,NON-Domestic,5
2005,Night,25,25,NON-Domestic,5
2005,Night,14,22,NON-Domestic,4
2005,Afternoon,3,69,NON-Domestic,3
2005,Afternoon,16,9,NON-Domestic,1
2005,Morning,12,24,NON-Domestic,1
2005,Night,20,3,NON-Domestic,1
2005,Night,18,8,NON-Domestic,7
2005,Evening,14,23,Domestic,1
2005,Evening,2,38,NON-Domestic,4
2005,Evening,6,69,NON-Domestic,1
2005,Evening,22,74,NON-Domestic,4
2005,Night,24,2,NON-Domestic,1
2005,Night,12,28,NON-Domestic,3
2005,Afternoon,10,30,NON-Domestic,4
2005,Evening,8,64,NON-Domestic,3
2005,Afternoon,3,69,Domestic,1
2005,Evening,9,34,NON-Domestic,1
2005,Evening,14,24,NON-Domestic,2
2005,Morning,8,56,NON-Domestic,2
2005,Evening,3,69,NON-Domestic,3
2005,Night,11,25,NON-Domestic,2
2005,Morning,12,28,NON-Domestic,1
2005,Evening,25,19,NON-Domestic,7
2005,Night,11,26,NON-Domestic,7
2005,Morning,16,10,NON-Domestic,1
2005,Night,22,75,NON-Domestic,1
2005,Evening,2,39,NON-Domestic,2
2005,Evening,8,65,NON-Domestic,2
2005,Evening,15,25,NON-Domestic,5
2005,Morning,8,65,NON-Domestic,2
2005,Night,9,59,NON-Domestic,1
2005,Evening,22,73,NON-Domestic,4
2005,Evening,7,67,NON-Domestic,3
2005,Evening,19,3,NON-Domestic,2
2005,Evening,1,32,NON-Domestic,2
2005,Afternoon,2,39,NON-Domestic,1
2005,Night,7,69,NON-Domestic,1
2005,Evening,22,75,NON-Domestic,1
2005,Evening,19,7,NON-Domestic,1
2005,Evening,6,44,NON-Domestic,5
2005,Night,8,65,NON-Domestic,1
2005,Morning,22,72,NON-Domestic,1
2005,Night,19,4,NON-Domestic,1
2005,Morning,25,23,NON-Domestic,1
2005,Afternoon,2,35,NON-Domestic,3
2005,Evening,19,5,NON-Domestic,1
2005,Evening,5,54,NON-Domestic,1
2005,Afternoon,22,75,NON-Domestic,1
2005,Morning,16,11,Domestic,1
2005,Afternoon,19,6,NON-Domestic,2
2005,Night,9,61,NON-Domestic,8
2005,Morning,24,1,NON-Domestic,3
2005,Afternoon,5,54,Domestic,1
2005,Evening,3,43,Domestic,1
2005,Morning,4,48,NON-Domestic,1
2005,Morning,4,51,Domestic,1
2005,Afternoon,25,22,NON-Domestic,3
2005,Morning,17,13,NON-Domestic,2
2005,Evening,25,18,Domestic,1
2005,Night,8,56,NON-Domestic,1
2005,Night,25,23,NON-Domestic,3
2005,Evening,4,48,NON-Domestic,1
2005,Evening,16,12,NON-Domestic,1
2005,Evening,22,72,NON-Domestic,1
2006,Afternoon,2,39,NON-Domestic,2
2006,Afternoon,25,25,NON-Domestic,8
2006,Morning,25,25,NON-Domestic,3
2006,Morning,11,28,NON-Domestic,1
2006,Evening,7,68,NON-Domestic,5
2006,Afternoon,8,70,NON-Domestic,8
2006,Afternoon,9,60,NON-Domestic,1
2006,Afternoon,24,1,NON-Domestic,4
2006,Evening,8,70,NON-Domestic,6
2006,Evening,12,24,NON-Domestic,2
2006,Evening,10,30,NON-Domestic,5
2006,Evening,22,72,NON-Domestic,1
2006,Night,22,74,NON-Domestic,3
2006,Afternoon,8,65,NON-Domestic,4
2006,Evening,16,10,NON-Domestic,1
2006,Evening,8,65,NON-Domestic,2
2006,Night,25,25,NON-Domestic,4
2006,Morning,8,64,NON-Domestic,1
2006,Afternoon,20,77,NON-Domestic,3
2006,Afternoon,8,63,NON-Domestic,3
2006,Afternoon,19,6,NON-Domestic,4
2006,Morning,8,70,NON-Domestic,3
2006,Afternoon,25,23,NON-Domestic,5
2006,Night,24,77,NON-Domestic,1
2005,Evening,2,35,NON-Domestic,3
2006,Night,7,67,NON-Domestic,5
2006,Afternoon,19,3,NON-Domestic,3
2006,Night,18,8,NON-Domestic,7
2006,Morning,15,25,NON-Domestic,5
2006,Morning,22,73,Domestic,1
2006,Evening,8,64,NON-Domestic,2
2006,Evening,24,2,NON-Domestic,7
2006,Afternoon,12,24,NON-Domestic,3
2006,Afternoon,5,50,NON-Domestic,1
2006,Night,24,1,NON-Domestic,3
2006,Afternoon,9,58,Domestic,1
2006,Morning,24,1,NON-Domestic,8
2006,Morning,3,42,NON-Domestic,3
2006,Afternoon,3,69,NON-Domestic,3
2006,Afternoon,7,67,NON-Domestic,6
2006,Evening,18,8,NON-Domestic,4
2006,Morning,10,30,NON-Domestic,1
2006,Evening,19,7,NON-Domestic,1
2006,Morning,12,28,NON-Domestic,3
2006,Night,4,47,NON-Domestic,1
2006,Evening,4,43,NON-Domestic,4
2006,Night,19,6,NON-Domestic,5
2006,Afternoon,3,43,Domestic,1
2006,Evening,19,6,NON-Domestic,3
2006,Afternoon,18,8,NON-Domestic,4
2001,Evening,17,-1,NON-Domestic,2455
2001,Afternoon,11,-1,NON-Domestic,2750
2006,Evening,24,1,NON-Domestic,11
2006,Evening,15,25,NON-Domestic,14
2006,Night,22,75,NON-Domestic,1
2006,Night,20,77,NON-Domestic,1
2006,Evening,19,5,NON-Domestic,2
2006,Morning,6,44,NON-Domestic,4
2006,Night,5,54,NON-Domestic,4
2006,Morning,25,18,NON-Domestic,1
2006,Morning,6,71,NON-Domestic,3
2006,Evening,4,46,NON-Domestic,7
2006,Evening,8,70,Domestic,2
2006,Morning,19,5,NON-Domestic,2
2006,Evening,2,35,Domestic,1
2006,Afternoon,12,28,NON-Domestic,2
2006,Afternoon,6,71,NON-Domestic,4
2006,Afternoon,9,60,Domestic,1
2006,Afternoon,8,56,NON-Domestic,1
2006,Afternoon,19,5,NON-Domestic,1
2006,Morning,19,6,NON-Domestic,1
2006,Night,1,33,NON-Domestic,3
2006,Night,7,68,NON-Domestic,4
2006,Evening,20,77,NON-Domestic,1
2006,Afternoon,15,25,NON-Domestic,7
2006,Evening,9,60,NON-Domestic,2
2006,Evening,5,53,NON-Domestic,5
2006,Morning,2,38,NON-Domestic,1
2006,Afternoon,2,38,NON-Domestic,6
2006,Evening,11,27,NON-Domestic,3
2006,Night,12,28,NON-Domestic,7
2006,Evening,16,11,NON-Domestic,1
2006,Night,6,71,NON-Domestic,6
2006,Afternoon,18,7,NON-Domestic,1
2006,Evening,25,19,NON-Domestic,2
2006,Evening,20,4,NON-Domestic,1
2006,Afternoon,11,26,NON-Domestic,6
2006,Evening,4,55,NON-Domestic,1
2006,Evening,9,58,NON-Domestic,4
2006,Afternoon,24,2,NON-Domestic,3
2006,Afternoon,1,28,NON-Domestic,4
2006,Morning,20,77,NON-Domestic,1
2006,Afternoon,22,72,NON-Domestic,1
2006,Evening,2,40,NON-Domestic,6
2006,Afternoon,9,61,NON-Domestic,2
2006,Morning,2,36,NON-Domestic,1
2006,Morning,18,8,NON-Domestic,2
2006,Morning,2,41,NON-Domestic,1
2006,Morning,1,32,NON-Domestic,1
2006,Night,17,14,NON-Domestic,1
2006,Evening,24,1,Domestic,1
2006,Night,1,32,NON-Domestic,1
2006,Evening,22,74,NON-Domestic,1
2006,Afternoon,15,25,Domestic,1
2006,Evening,6,69,NON-Domestic,1
2006,Afternoon,10,30,NON-Domestic,1
2006,Morning,2,35,NON-Domestic,1
2006,Evening,16,76,NON-Domestic,1
2006,Night,11,26,NON-Domestic,4
2006,Afternoon,20,2,NON-Domestic,1
2006,Morning,17,13,NON-Domestic,1
2006,Evening,5,50,NON-Domestic,1
2006,Morning,11,25,NON-Domestic,2
2006,Afternoon,4,48,NON-Domestic,2
2006,Afternoon,11,23,NON-Domestic,3
2006,Evening,16,17,NON-Domestic,1
2006,Morning,8,56,NON-Domestic,2
2006,Afternoon,16,76,NON-Domestic,1
2006,Afternoon,22,74,NON-Domestic,1
2006,Evening,18,7,NON-Domestic,1
2006,Night,16,10,NON-Domestic,1
2006,Morning,19,3,NON-Domestic,1
2006,Morning,16,9,NON-Domestic,1
2006,Evening,17,16,NON-Domestic,2
2006,Night,8,70,NON-Domestic,1
2007,Evening,19,6,NON-Domestic,9
2007,Evening,22,72,NON-Domestic,1
2007,Evening,12,24,NON-Domestic,3
2007,Evening,20,77,NON-Domestic,1
2007,Afternoon,19,3,NON-Domestic,3
2007,Evening,7,68,NON-Domestic,8
2007,Night,16,17,NON-Domestic,4
2007,Afternoon,15,25,NON-Domestic,7
2006,Evening,9,61,NON-Domestic,9
2007,Morning,8,65,NON-Domestic,2
2007,Afternoon,25,25,NON-Domestic,8
2007,Afternoon,22,74,Domestic,1
2007,Night,19,6,NON-Domestic,8
2007,Afternoon,8,70,NON-Domestic,3
2007,Evening,24,1,NON-Domestic,5
2007,Morning,8,64,NON-Domestic,1
2007,Night,15,25,Domestic,3
2007,Afternoon,14,22,NON-Domestic,2
2007,Evening,8,70,NON-Domestic,4
2007,Evening,16,10,NON-Domestic,2
2007,Evening,8,56,NON-Domestic,2
2007,Afternoon,16,10,NON-Domestic,3
2007,Night,25,25,NON-Domestic,7
2007,Evening,25,19,NON-Domestic,4
2007,Afternoon,24,1,NON-Domestic,4
2007,Evening,9,34,Domestic,1
2007,Afternoon,22,74,NON-Domestic,1
2007,Evening,18,8,NON-Domestic,1
2007,Night,16,76,NON-Domestic,1
2007,Evening,20,2,NON-Domestic,1
2007,Morning,18,8,NON-Domestic,6
2007,Afternoon,20,77,NON-Domestic,2
2007,Afternoon,19,6,NON-Domestic,5
2007,Night,5,49,NON-Domestic,5
2007,Afternoon,5,53,NON-Domestic,5
2007,Afternoon,18,8,NON-Domestic,3
2007,Night,4,46,NON-Domestic,3
2007,Night,14,24,NON-Domestic,3
2007,Morning,25,25,NON-Domestic,2
2007,Night,5,54,NON-Domestic,3
2007,Night,8,56,NON-Domestic,1
2007,Morning,4,46,NON-Domestic,3
2007,Morning,7,67,Domestic,1
2007,Night,16,10,NON-Domestic,2
2007,Night,24,2,NON-Domestic,5
2007,Evening,3,43,NON-Domestic,4
2007,Evening,20,4,NON-Domestic,1
2007,Afternoon,2,39,NON-Domestic,2
2007,Evening,25,18,NON-Domestic,1
2007,Night,15,25,NON-Domestic,12
2007,Evening,6,44,NON-Domestic,4
2007,Morning,12,28,NON-Domestic,3
2007,Evening,12,28,NON-Domestic,3
2007,Evening,14,23,NON-Domestic,1
2007,Afternoon,9,61,NON-Domestic,3
2007,Evening,2,38,NON-Domestic,6
2007,Night,7,68,NON-Domestic,9
2007,Evening,5,54,Domestic,1
2007,Morning,10,29,NON-Domestic,1
2007,Evening,15,25,NON-Domestic,5
2007,Night,17,16,NON-Domestic,1
2007,Morning,12,31,NON-Domestic,2
2007,Afternoon,1,28,NON-Domestic,1
2007,Afternoon,10,29,NON-Domestic,4
2007,Night,25,23,NON-Domestic,3
2007,Morning,25,19,NON-Domestic,1
2007,Morning,16,10,NON-Domestic,2
2007,Evening,15,25,Domestic,1
2007,Afternoon,10,30,Domestic,1
2007,Morning,17,14,NON-Domestic,2
2007,Morning,11,26,NON-Domestic,3
2007,Night,25,17,NON-Domestic,1
2007,Afternoon,25,18,Domestic,1
2007,Morning,3,69,NON-Domestic,1
2007,Morning,9,61,NON-Domestic,4
2007,Evening,24,77,NON-Domestic,1
2007,Morning,17,13,NON-Domestic,1
2007,Night,14,22,NON-Domestic,1
2007,Afternoon,8,64,NON-Domestic,2
2007,Evening,2,36,NON-Domestic,1
2007,Morning,7,68,NON-Domestic,4
2007,Evening,25,25,NON-Domestic,1
2007,Afternoon,7,68,NON-Domestic,3
2007,Evening,17,13,NON-Domestic,1
2007,Afternoon,12,31,NON-Domestic,1
2007,Morning,11,23,NON-Domestic,2
2007,Evening,3,42,NON-Domestic,2
2007,Evening,14,24,NON-Domestic,1
2007,Evening,10,29,NON-Domestic,1
2007,Night,22,75,NON-Domestic,1
2007,Evening,4,43,NON-Domestic,2
2007,Evening,2,39,NON-Domestic,2
2007,Evening,7,67,NON-Domestic,6
2007,Night,12,31,NON-Domestic,4
2007,Afternoon,1,32,NON-Domestic,2
2007,Night,9,60,NON-Domestic,2
2007,Afternoon,2,38,NON-Domestic,1
2007,Night,9,34,NON-Domestic,1
2007,Evening,5,49,NON-Domestic,4
2007,Evening,17,16,NON-Domestic,1
2007,Night,9,61,NON-Domestic,6
2007,Evening,22,74,NON-Domestic,1
2007,Evening,10,30,NON-Domestic,5
2007,Night,11,23,NON-Domestic,7
2007,Night,25,18,NON-Domestic,1
2007,Morning,2,40,NON-Domestic,3
2007,Afternoon,19,5,NON-Domestic,1
2007,Morning,8,70,Domestic,1
2007,Afternoon,31,-1,NON-Domestic,1
2007,Evening,11,26,NON-Domestic,5
2007,Afternoon,24,2,NON-Domestic,1
2007,Afternoon,24,77,NON-Domestic,1
2007,Night,8,70,NON-Domestic,1
2007,Afternoon,9,59,NON-Domestic,1
2007,Afternoon,4,52,NON-Domestic,1
2008,Evening,20,2,NON-Domestic,1
2008,Morning,11,26,NON-Domestic,3
2008,Afternoon,16,12,NON-Domestic,1
2008,Evening,2,39,NON-Domestic,1
2008,Night,18,8,NON-Domestic,2
2008,Morning,5,53,Domestic,2
2008,Night,12,24,Domestic,1
2008,Afternoon,10,30,NON-Domestic,2
2008,Afternoon,25,25,NON-Domestic,6
2008,Evening,8,70,NON-Domestic,6
2008,Afternoon,22,72,NON-Domestic,4
2008,Evening,8,64,NON-Domestic,3
2008,Morning,11,27,NON-Domestic,3
2008,Afternoon,24,2,NON-Domestic,3
2008,Afternoon,16,10,NON-Domestic,3
2008,Evening,19,6,NON-Domestic,5
2008,Night,19,6,NON-Domestic,6
2008,Evening,7,68,NON-Domestic,8
2008,Afternoon,19,6,NON-Domestic,3
2008,Evening,12,28,Domestic,4
2008,Afternoon,25,18,NON-Domestic,2
2008,Afternoon,16,15,NON-Domestic,1
2008,Morning,17,14,NON-Domestic,1
2008,Evening,19,5,NON-Domestic,1
2008,Morning,17,21,NON-Domestic,1
2008,Evening,24,1,NON-Domestic,9
2008,Afternoon,8,66,NON-Domestic,5
2008,Afternoon,1,28,NON-Domestic,1
2008,Afternoon,9,60,NON-Domestic,1
2008,Night,22,74,NON-Domestic,2
2008,Evening,3,43,NON-Domestic,11
2008,Evening,22,75,NON-Domestic,4
2008,Afternoon,22,49,NON-Domestic,3
2008,Evening,18,8,Domestic,2
2008,Evening,20,3,NON-Domestic,1
2008,Morning,16,10,NON-Domestic,2
2008,Afternoon,4,55,NON-Domestic,3
2008,Evening,24,77,NON-Domestic,2
2008,Evening,25,18,NON-Domestic,1
2008,Morning,17,16,NON-Domestic,1
2008,Evening,7,68,Domestic,1
2008,Morning,17,13,NON-Domestic,1
2008,Night,10,29,NON-Domestic,4
2008,Night,12,31,NON-Domestic,2
2008,Morning,3,69,NON-Domestic,2
2008,Morning,9,34,NON-Domestic,1
2008,Afternoon,8,70,Domestic,1
2008,Afternoon,2,35,NON-Domestic,2
2008,Night,16,10,NON-Domestic,2
2008,Afternoon,2,38,NON-Domestic,4
2008,Afternoon,18,8,NON-Domestic,5
2008,Morning,15,25,NON-Domestic,7
2008,Afternoon,24,77,NON-Domestic,2
