Year,TimeOfDay,District,Community_Area,CrimeCount
2014,Evening,22,49,2
2024,Evening,22,49,64
2019,Evening,22,74,3
2024,Evening,22,74,47
2024,Afternoon,22,72,128
2013,Afternoon,22,73,3
2019,Afternoon,22,74,2
2020,Afternoon,22,75,5
2018,Night,22,67,1
2020,Afternoon,22,74,3
2017,Afternoon,22,73,7
2009,Morning,22,75,1
2017,Night,22,75,1
2017,Evening,22,73,7
2019,Afternoon,22,75,4
2007,Evening,22,75,2
2019,Evening,22,75,2
2004,Afternoon,22,-1,1
2021,Night,22,71,2
2020,Afternoon,22,73,5
2008,Evening,22,73,2
2008,Night,22,73,4
2007,Afternoon,22,75,2
2020,Night,22,71,2
2020,Afternoon,22,49,2
2008,Night,22,75,3
2020,Morning,22,73,2
2019,Night,22,74,2
2016,Afternoon,22,75,2
2015,Afternoon,22,49,4
2016,Morning,22,74,1
2021,Night,22,75,7
2008,Afternoon,22,73,3
2022,Morning,22,49,2
2012,Afternoon,22,49,1
2010,Evening,22,75,6
2006,Afternoon,22,75,2
2002,Night,22,49,1
2022,Night,22,49,2
2021,Morning,22,49,2
2001,Afternoon,22,72,67
2001,Evening,22,-1,2406
2001,Morning,22,73,290
2006,Evening,22,73,4
2001,Evening,22,73,566
2001,Afternoon,22,75,157
2001,Afternoon,22,49,75
2010,Morning,22,71,1
2019,Morning,22,49,2
2009,Night,22,73,3
2022,Afternoon,22,49,3
2001,Morning,22,-1,1339
2001,Night,22,71,76
2016,Morning,22,49,2
2014,Afternoon,22,73,3
2012,Night,22,71,1
2017,Morning,22,73,5
2017,Evening,22,75,4
2017,Night,22,72,1
2008,Night,22,49,3
2017,Evening,22,72,3
2015,Night,22,73,2
2017,Afternoon,22,71,2
2017,Morning,22,72,1
2003,Night,22,75,3
2014,Night,22,74,1
2015,Afternoon,22,73,3
2020,Evening,22,72,1
2019,Evening,22,73,2
2016,Morning,22,72,2
2020,Afternoon,22,71,1
2015,Evening,22,75,4
2016,Evening,22,73,6
2018,Afternoon,22,71,2
2020,Evening,22,73,4
2001,Afternoon,22,73,514
2020,Evening,22,75,6
2018,Night,22,72,1
2020,Morning,22,75,1
2021,Afternoon,22,75,3
2021,Morning,22,71,1
2019,Night,22,72,1
2020,Night,22,73,2
2007,Morning,24,1,8
2023,Morning,24,1,394
2023,Evening,24,2,401
2023,Afternoon,24,1,555
2023,Evening,24,77,120
2023,Afternoon,24,2,383
2023,Night,24,1,250
2023,Evening,24,1,475
2023,Morning,24,77,85
2023,Morning,24,2,217
2019,Night,24,77,1
2022,Night,24,1,9
2023,Afternoon,24,77,123
2023,Night,24,77,79
2023,Night,24,2,244
2022,Afternoon,24,1,17
2022,Night,24,2,19
2020,Evening,24,2,5
2021,Evening,24,1,6
2021,Afternoon,24,2,8
2021,Night,24,2,8
2018,Night,24,2,4
2018,Evening,24,2,4
2016,Evening,24,2,9
2021,Afternoon,24,1,7
2021,Evening,24,2,4
2014,Morning,24,1,3
2011,Night,24,1,7
2020,Night,24,2,4
2005,Night,24,1,5
2018,Evening,24,1,10
2002,Evening,24,1,7
2004,Night,24,2,2
2015,Afternoon,24,1,10
2020,Afternoon,24,1,15
2022,Morning,24,2,13
2022,Evening,24,2,13
2022,Afternoon,24,2,16
2022,Morning,24,1,8
2022,Afternoon,24,77,8
2022,Morning,24,77,3
2022,Evening,24,1,11
2022,Evening,24,77,4
2024,Afternoon,24,1,583
2024,Afternoon,24,2,396
2024,Morning,24,1,502
2024,Night,24,1,325
2024,Morning,24,2,264
2006,Night,24,2,2
2019,Afternoon,24,1,8
2024,Evening,24,1,515
2008,Night,24,1,1
2024,Evening,24,77,154
2018,Morning,24,1,6
2003,Night,24,2,2
2021,Night,24,1,3
2024,Morning,24,77,104
2024,Night,24,2,254
2024,Night,24,77,85
2017,Evening,24,1,4
2017,Night,24,1,4
2019,Night,24,1,7
2008,Night,24,77,3
2001,Morning,24,1,284
2024,Evening,24,2,445
2021,Morning,24,1,6
2008,Night,24,2,1
2001,Afternoon,24,1,470
2011,Evening,24,77,1
2020,Night,24,1,8
2019,Morning,24,1,3
2024,Afternoon,24,77,157
2013,Night,24,1,3
2019,Evening,24,2,3
2017,Evening,24,2,4
2001,Night,24,-1,1352
2017,Night,24,2,3
2018,Night,24,1,5
2018,Afternoon,24,2,6
2021,Night,24,77,3
2015,Morning,24,2,2
2017,Afternoon,24,2,3
2013,Afternoon,24,2,3
2020,Morning,24,1,8
2019,Evening,24,77,1
2016,Morning,24,2,6
2019,Night,24,2,3
2012,Evening,24,2,1
2021,Morning,24,2,8
2016,Night,24,2,3
2020,Afternoon,24,2,4
2021,Morning,24,77,4
2020,Afternoon,24,77,3
2015,Morning,24,77,1
2018,Morning,24,2,5
2020,Evening,24,1,5
2020,Morning,24,77,3
2015,Evening,24,2,1
2012,Night,24,2,3
2019,Afternoon,24,2,3
2015,Night,24,1,4
2021,Afternoon,24,77,4
2012,Night,24,77,2
2018,Afternoon,24,1,4
2013,Morning,24,1,4
2017,Night,24,77,2
2001,Evening,24,-1,3002
2003,Evening,24,1,7
2005,Morning,24,2,3
2005,Afternoon,24,2,4
2007,Evening,24,1,6
2004,Night,24,1,4
2013,Evening,24,1,3
2015,Morning,24,1,2
2015,Evening,24,1,9
2015,Evening,24,77,1
2015,Afternoon,24,2,5
2015,Night,24,2,1
2016,Evening,24,1,7
2016,Morning,24,1,6
2016,Afternoon,24,1,2
2017,Morning,24,1,3
2017,Afternoon,24,1,3
2018,Morning,24,77,1
2019,Evening,24,1,2
2001,Evening,24,1,564
2001,Afternoon,24,77,122
2001,Evening,24,2,114
2001,Morning,24,-1,1515
2001,Afternoon,24,-1,2314
2001,Night,24,77,81
2002,Night,24,-1,1
2002,Afternoon,24,1,4
2002,Afternoon,24,2,1
2002,Night,24,77,1
2002,Night,24,2,1
2002,Morning,24,1,1
2002,Afternoon,24,77,1
2003,Afternoon,24,1,3
2003,Night,24,1,2
2003,Afternoon,24,2,1
2003,Evening,24,2,2
2003,Morning,24,1,3
2003,Evening,24,77,2
2004,Evening,24,1,8
2004,Afternoon,24,1,7
2004,Evening,24,2,3
2004,Morning,24,77,2
2004,Morning,24,2,1
2004,Afternoon,24,77,1
2005,Morning,24,1,4
2005,Afternoon,24,1,4
2005,Evening,24,2,4
2005,Evening,24,1,3
2005,Night,24,2,1
2006,Afternoon,24,1,4
2006,Night,24,77,1
2006,Evening,24,2,7
2006,Night,24,1,3
2006,Morning,24,1,8
2006,Evening,24,1,12
2006,Afternoon,24,2,3
2007,Afternoon,24,1,4
2007,Night,24,2,5
2007,Evening,24,77,1
2007,Afternoon,24,2,1
2007,Afternoon,24,77,1
2008,Afternoon,24,2,3
2008,Evening,24,1,10
2008,Evening,24,77,2
2008,Afternoon,24,77,3
2008,Afternoon,24,1,4
2008,Evening,24,2,2
2009,Evening,24,1,6
2009,Night,24,77,1
2009,Afternoon,24,1,9
2009,Afternoon,24,2,3
2009,Evening,24,2,3
2009,Morning,24,1,4
2009,Night,24,2,1
2009,Night,24,1,1
2010,Morning,24,1,1
2010,Evening,24,1,4
2010,Afternoon,24,1,5
2010,Night,24,77,1
2010,Afternoon,24,77,4
2010,Night,24,1,2
2010,Evening,24,2,1
2011,Evening,24,1,7
2011,Afternoon,24,2,3
2011,Morning,24,2,1
2011,Morning,24,1,2
2012,Morning,24,1,4
2012,Evening,24,1,6
2012,Afternoon,24,2,7
2012,Afternoon,24,77,1
2012,Afternoon,24,1,6
2012,Morning,24,2,3
2013,Afternoon,24,1,7
2013,Night,24,2,1
2013,Morning,24,2,1
2013,Evening,24,2,3
2014,Afternoon,24,2,1
2014,Evening,24,2,2
2014,Evening,24,1,9
2014,Afternoon,24,1,6
2001,Evening,24,77,154
2001,Afternoon,24,2,91
2001,Night,24,1,281
2016,Night,24,1,3
2005,Afternoon,24,77,1
2001,Morning,24,77,110
2001,Night,24,2,37
2001,Morning,24,2,52
2007,Morning,24,2,5
2007,Evening,24,2,1
2004,Night,24,77,1
2012,Morning,24,77,1
2002,Night,24,1,4
2003,Afternoon,24,77,1
2002,Morning,24,-1,2
2022,Night,24,77,1
2010,Morning,24,2,1
2008,Morning,24,77,1
2005,Evening,24,77,1
2007,Night,24,1,1
2012,Night,24,1,2
2016,Afternoon,24,2,1
2014,Night,24,1,1
2006,Morning,24,77,1
2014,Morning,24,2,1
2010,Evening,24,77,1
2017,Morning,24,2,1
2017,Morning,24,77,1
2020,Morning,24,2,1
2013,Morning,24,77,1
2003,Night,25,20,1
2008,Evening,25,22,1
2011,Night,25,22,1
2005,Afternoon,25,21,1
2006,Night,25,23,1
2003,Afternoon,25,23,1
2014,Night,25,20,2
2018,Afternoon,25,19,2
2017,Morning,25,19,2
2004,Afternoon,25,30,1
2006,Evening,25,18,1
2015,Night,25,22,1
2016,Night,25,20,1
2014,Evening,25,22,1
2007,Evening,25,23,2
2009,Afternoon,25,18,1
2017,Morning,25,22,1
2012,Morning,25,20,1
2006,Night,25,22,1
2006,Evening,25,20,1
2016,Afternoon,25,20,1
2008,Evening,25,23,1
2001,Afternoon,25,18,6
2010,Night,25,23,1
2002,Morning,25,22,2
2010,Night,25,18,1
2015,Morning,25,23,1
2020,Evening,25,19,1
2003,Morning,25,21,1
2013,Evening,25,23,1
2011,Night,25,23,1
2018,Afternoon,25,20,1
2013,Evening,25,22,1
2005,Morning,25,19,2
2004,Night,25,-1,1
2004,Evening,25,20,1
2014,Afternoon,25,20,1
2021,Evening,25,21,1
2003,Evening,25,21,1
2005,Evening,25,22,1
2005,Evening,25,20,1
2013,Night,25,23,2
2008,Afternoon,25,20,1
2015,Afternoon,25,18,1
2008,Morning,25,25,1
2016,Evening,25,19,1
2006,Morning,25,19,1
2006,Night,25,20,1
2021,Afternoon,25,23,1
2006,Evening,25,23,1
2004,Morning,25,21,1
2012,Evening,25,21,1
2014,Morning,25,23,1
2001,Night,25,18,4
2020,Morning,25,22,1
2005,Night,25,20,3
2012,Morning,25,19,3
2016,Night,25,17,1
2006,Night,25,19,4
2017,Morning,25,23,1
2022,Evening,25,17,1
2007,Evening,25,25,2
2007,Morning,25,23,1
2006,Afternoon,25,18,1
2003,Night,25,23,1
2003,Morning,25,19,1
2004,Night,25,22,3
2009,Morning,25,20,2
2002,Evening,25,23,4
2007,Morning,25,22,2
2005,Afternoon,25,19,2
2007,Evening,25,19,6
2008,Evening,25,25,8
2009,Morning,25,25,2
2013,Evening,25,25,7
2015,Morning,25,25,3
2015,Morning,25,17,1
2015,Morning,25,19,3
2015,Evening,25,22,1
2016,Afternoon,25,17,2
2016,Afternoon,25,21,1
2017,Afternoon,25,17,1
2018,Morning,25,18,1
2018,Afternoon,25,18,1
2018,Morning,25,23,2
2018,Evening,25,25,4
2018,Evening,25,18,4
2018,Morning,25,25,2
2018,Evening,25,23,4
2019,Morning,25,23,1
2001,Morning,25,23,143
2001,Evening,25,-1,5741
2001,Afternoon,25,-1,5068
2002,Afternoon,25,-1,5
2002,Night,25,-1,4
2002,Morning,25,-1,1
2002,Night,25,25,6
2002,Evening,25,19,3
2002,Afternoon,25,25,4
2002,Evening,25,21,3
2002,Evening,25,25,5
2002,Afternoon,25,23,4
2003,Afternoon,25,21,1
2003,Evening,25,25,8
2003,Afternoon,25,18,4
2003,Afternoon,25,25,5
2003,Morning,25,25,5
2003,Afternoon,25,19,3
2003,Evening,25,18,3
2003,Evening,25,23,3
2004,Afternoon,25,25,8
2004,Evening,25,25,5
2004,Morning,25,25,5
2004,Night,25,25,7
2004,Evening,25,19,5
2004,Evening,25,23,3
2004,Morning,25,18,2
2005,Afternoon,25,23,2
2005,Afternoon,25,25,11
2005,Evening,25,25,5
2005,Afternoon,25,18,1
2005,Evening,25,23,2
2005,Night,25,18,2
2005,Evening,25,18,2
2005,Night,25,25,5
2005,Evening,25,19,8
2005,Morning,25,23,1
2005,Afternoon,25,22,3
2005,Night,25,23,3
2006,Afternoon,25,25,9
2006,Morning,25,25,3
2006,Night,25,25,4
2006,Afternoon,25,23,5
2006,Morning,25,18,1
2006,Evening,25,19,2
2007,Afternoon,25,25,8
2007,Night,25,25,7
2007,Morning,25,25,2
2007,Evening,25,18,1
2007,Night,25,23,3
2007,Morning,25,19,1
2007,Night,25,17,1
2007,Afternoon,25,18,1
2007,Night,25,18,1
2008,Afternoon,25,25,6
2008,Afternoon,25,18,2
2008,Evening,25,18,1
2008,Night,25,25,3
2008,Evening,25,17,1
2009,Afternoon,25,25,9
2008,Morning,25,18,2
2009,Evening,25,25,6
2009,Afternoon,25,23,2
2009,Evening,25,20,4
2009,Morning,25,17,1
2010,Afternoon,25,25,10
2010,Evening,25,25,2
2010,Morning,25,25,3
2010,Night,25,20,2
2010,Night,25,19,4
2010,Evening,25,19,3
2011,Morning,25,25,6
2011,Afternoon,25,18,1
2011,Night,25,25,5
2011,Evening,25,21,1
2012,Afternoon,25,25,10
2012,Evening,25,18,1
2012,Evening,25,25,4
2012,Afternoon,25,18,2
2012,Afternoon,25,19,3
2012,Morning,25,18,1
2012,Morning,25,25,2
2013,Afternoon,25,25,4
2013,Morning,25,18,1
2013,Morning,25,25,4
2013,Morning,25,17,1
2014,Evening,25,25,3
2014,Evening,25,19,3
2014,Afternoon,25,18,1
2014,Night,25,25,5
2015,Evening,25,17,1
2001,Night,25,-1,2610
2001,Night,25,25,88
2001,Morning,25,22,37
2001,Morning,25,25,81
2001,Night,25,23,115
2002,Evening,25,22,4
2001,Evening,25,22,72
2001,Evening,25,21,89
2001,Afternoon,25,21,79
2001,Afternoon,25,19,139
2001,Night,25,21,51
2008,Morning,25,20,2
2001,Afternoon,25,25,157
2005,Night,25,22,1
2001,Afternoon,25,20,60
2015,Evening,25,23,4
2013,Night,25,20,2
2001,Morning,25,19,93
2004,Afternoon,25,23,1
2001,Evening,25,20,109
2012,Afternoon,25,23,1
2010,Evening,25,23,2
2001,Evening,25,23,228
2004,Evening,25,22,1
2014,Morning,25,22,1
2001,Morning,25,20,47
2017,Evening,25,25,5
2001,Night,25,22,32
2001,Evening,25,19,221
2008,Afternoon,25,22,3
2002,Morning,25,21,1
2017,Morning,25,20,2
2014,Night,25,22,2
2002,Afternoon,25,19,2
2008,Evening,25,20,1
2017,Afternoon,25,19,3
2016,Afternoon,25,23,3
2021,Night,25,22,2
2001,Night,25,20,39
2001,Morning,25,21,46
2001,Morning,25,18,6
2004,Evening,25,21,2
2009,Afternoon,25,22,1
2010,Morning,25,19,1
2016,Evening,25,23,1
2006,Evening,25,22,1
2012,Night,25,25,5
2010,Night,25,22,1
2001,Afternoon,25,22,50
2019,Evening,25,22,1
2006,Afternoon,25,20,1
2018,Evening,25,20,1
2002,Night,25,20,2
2012,Evening,25,23,1
2003,Evening,25,22,3
2001,Evening,25,18,3
2006,Night,25,21,3
2021,Evening,25,25,3
2007,Afternoon,25,19,1
2009,Evening,25,18,1
2003,Afternoon,25,-1,1
2007,Night,25,20,2
2020,Afternoon,25,20,1
2007,Evening,25,21,1
2004,Morning,25,23,1
2006,Morning,25,23,4
2004,Night,25,23,2
2013,Evening,25,19,3
2017,Evening,25,23,3
2012,Evening,25,19,1
2008,Evening,25,21,1
2020,Night,25,23,2
2011,Evening,25,23,3
2012,Morning,25,23,1
2008,Evening,25,19,2
2011,Evening,25,20,2
2016,Evening,25,20,4
2008,Afternoon,25,23,3
2007,Night,25,22,2
2009,Evening,25,23,1
2005,Night,25,19,2
2004,Afternoon,25,19,2
2003,Night,25,25,4
2002,Night,25,23,2
2017,Evening,25,20,1
2004,Afternoon,25,22,1
2008,Night,25,23,2
2007,Afternoon,25,20,1
2008,Night,25,19,3
2008,Night,25,22,1
2021,Afternoon,25,19,9
2023,Night,25,25,235
2022,Night,25,19,20
2023,Afternoon,25,19,485
2023,Morning,25,19,388
2018,Night,25,25,9
2023,Night,25,19,384
2023,Afternoon,25,25,353
2023,Morning,25,22,60
2023,Evening,25,25,333
2023,Evening,25,19,495
2023,Morning,25,23,137
2023,Night,25,20,133
2023,Evening,25,20,166
2023,Morning,25,25,253
2023,Night,25,22,62
2023,Morning,25,21,48
2023,Evening,25,22,84
2023,Afternoon,25,23,177
2023,Night,25,18,57
2023,Afternoon,25,21,65
2023,Morning,25,18,50
2023,Afternoon,25,20,154
2023,Evening,25,21,63
2023,Evening,25,23,150
2023,Night,25,23,131
2023,Afternoon,25,22,84
2022,Afternoon,25,20,10
2022,Morning,25,22,2
2022,Afternoon,25,19,20
2017,Night,25,25,10
2023,Afternoon,25,18,70
2023,Evening,25,18,55
2018,Night,25,19,8
2023,Morning,25,20,123
2023,Night,25,21,53
2023,Night,25,17,2
2013,Night,25,21,1
2019,Night,25,19,7
2016,Night,25,19,10
2022,Night,25,20,11
2021,Night,25,23,6
2022,Night,25,23,4
2023,Afternoon,25,17,7
2021,Afternoon,25,25,15
2019,Evening,25,20,1
2022,Afternoon,25,18,5
2001,Evening,25,25,184
2022,Night,25,25,20
2019,Evening,25,19,4
2012,Night,25,20,3
2023,Evening,25,17,3
2013,Night,25,19,7
2022,Afternoon,25,22,6
2019,Afternoon,25,25,4
2008,Night,25,20,2
2020,Night,25,25,9
2002,Night,25,19,7
2021,Morning,25,23,3
2015,Night,25,19,5
2020,Night,25,20,7
2010,Afternoon,25,19,2
2019,Morning,25,20,1
2022,Night,25,22,6
2002,Evening,25,-1,1
2022,Morning,25,25,7
2009,Morning,25,18,1
2023,Morning,25,17,5
2020,Afternoon,25,23,5
2021,Night,25,19,15
2022,Evening,25,19,12
2022,Morning,25,23,7
2022,Morning,25,20,5
2022,Evening,25,23,7
2022,Evening,25,20,3
2022,Evening,25,25,10
2022,Morning,25,19,23
2022,Afternoon,25,25,11
2022,Morning,25,18,2
2022,Night,25,18,5
2022,Evening,25,22,3
2022,Afternoon,25,17,2
2022,Afternoon,25,21,3
2022,Night,25,21,5
2022,Night,25,17,1
2022,Afternoon,25,23,4
2024,Morning,25,25,300
2017,Evening,25,19,3
2024,Evening,25,19,605
2009,Night,25,20,3
2024,Afternoon,25,25,358
2024,Afternoon,25,22,84
2024,Afternoon,25,20,153
2024,Night,25,25,210
2024,Morning,25,19,404
2024,Night,25,20,112
2024,Afternoon,25,19,531
2024,Evening,25,20,164
2024,Morning,25,20,137
2024,Night,25,21,29
2020,Morning,25,20,2
2021,Morning,25,25,9
2024,Afternoon,25,23,172
2024,Evening,25,25,340
2024,Morning,25,23,161
2015,Afternoon,25,22,1
2013,Morning,25,23,2
2009,Night,25,19,5
2021,Night,25,20,5
2020,Night,25,19,4
2015,Afternoon,25,23,3
2024,Night,25,19,401
2024,Evening,25,23,197
2015,Evening,25,20,1
2011,Morning,25,22,1
2015,Morning,25,20,1
2015,Night,25,20,2
2016,Evening,25,22,3
2015,Morning,25,22,1
2024,Night,25,22,60
2024,Evening,25,18,72
2010,Evening,25,20,2
2024,Evening,25,22,99
2014,Afternoon,25,19,2
2021,Night,25,25,8
2014,Evening,25,23,3
2004,Night,25,19,4
2008,Morning,25,21,1
2008,Night,25,21,1
2012,Night,25,18,1
2017,Night,25,19,3
2012,Night,25,22,1
2018,Afternoon,25,23,2
2001,Afternoon,25,23,174
2024,Afternoon,25,18,91
2024,Afternoon,25,21,88
2024,Morning,25,21,54
2024,Night,25,18,36
2024,Night,25,23,118
2011,Afternoon,25,22,2
2024,Morning,25,18,54
2024,Evening,25,17,9
2024,Morning,25,22,67
2014,Night,25,23,5
2016,Afternoon,25,19,2
2024,Evening,25,21,57
2024,Night,25,17,6
2019,Night,25,25,5
2005,Night,25,21,1
2020,Morning,25,19,4
2024,Afternoon,25,17,6
2008,Afternoon,25,19,4
2019,Evening,25,25,7
2001,Morning,25,-1,3120
2018,Afternoon,25,21,1
2002,Night,25,22,2
2024,Morning,25,17,4
2021,Afternoon,25,17,1
2006,Evening,25,25,6
2016,Night,25,25,10
2020,Morning,25,25,3
2010,Night,25,25,4
2018,Night,25,18,3
2021,Morning,25,19,8
2009,Night,25,25,11
2018,Afternoon,25,25,5
2021,Evening,25,23,3
2014,Afternoon,25,25,7
2012,Afternoon,25,22,1
2017,Evening,25,18,1
2019,Evening,25,23,4
2018,Morning,25,19,3
2015,Evening,25,25,10
2019,Afternoon,25,23,2
2017,Afternoon,25,25,8
2017,Night,25,22,2
2018,Evening,25,19,5
2016,Evening,25,25,11
2015,Afternoon,25,25,7
2019,Night,25,23,1
2014,Afternoon,25,23,2
2019,Night,25,20,1
2019,Morning,25,19,2
2018,Night,25,23,2
2017,Morning,25,25,2
2018,Morning,25,21,2
2016,Morning,25,19,2
2013,Morning,25,19,2
2003,Evening,25,19,6
2012,Night,25,19,5
2017,Night,25,18,2
2015,Evening,25,19,6
2013,Afternoon,25,22,1
2013,Night,25,25,6
2020,Night,25,21,1
2009,Night,25,21,1
2010,Night,25,21,1
2015,Night,25,23,2
2016,Morning,25,25,6
2016,Afternoon,25,25,8
2017,Night,25,23,3
2015,Night,25,25,12
2001,Night,25,19,127
2020,Afternoon,25,18,2
2016,Night,25,22,1
2005,Morning,25,25,6
2018,Night,25,20,2
2011,Afternoon,25,25,7
2020,Night,25,18,2
2020,Evening,25,23,4
2012,Night,25,23,1
2020,Afternoon,25,19,2
2003,Night,25,19,5
2020,Afternoon,25,25,6
2011,Afternoon,25,23,1
2011,Night,25,19,3
2011,Evening,25,25,11
2017,Night,25,21,1
2020,Evening,25,25,4
2019,Night,25,18,1
2020,Evening,25,20,2
2019,Morning,25,25,2
2016,Night,25,23,1
2020,Afternoon,25,22,1
2020,Morning,25,23,3
2021,Morning,25,21,3
2021,Afternoon,25,18,3
2014,Night,25,19,3
2019,Afternoon,25,19,2
2020,Morning,25,21,1
2021,Morning,25,18,1
2021,Night,25,18,2
2002,Morning,25,19,4
2017,Morning,25,18,1
2021,Evening,25,20,3
2017,Morning,25,21,2
2018,Night,25,22,2
2019,Night,25,22,2
2021,Afternoon,25,22,1
2021,Morning,25,22,2
2021,Evening,25,19,5
2020,Night,25,22,1
2021,Evening,25,22,1
2023,Evening,31,76,1
2023,Morning,31,76,2
2023,Afternoon,31,76,1
2024,Evening,31,76,2
2024,Morning,31,76,2
2022,Afternoon,31,23,1
2007,Afternoon,31,-1,1
2010,Morning,31,76,1
2011,Afternoon,31,76,1
